date;Volume;BS_flow_[m3/d];TS_BS_[gTS/L];VS_BS_[gVS/gTS];PS_flow_[m3/d];TS_PS_[gTS/L];VS_PS_[gVS/gTS];VSR
2020-11-21;4000.0;57.01428571428571;30.41355611370768;0.6724717443249574;0.0;0.0;0.0;31.542223592740235
2020-11-22;4000.0;54.871428571428574;30.17565654929007;0.676742340362861;0.0;0.0;0.0;33.02898000213688
2020-11-23;4000.0;57.766666666666666;29.80237070706541;0.6888597640891218;0.0;0.0;0.0;33.01391098982754
2020-11-24;4000.0;59.2;29.532796559502117;0.6927132366785915;0.0;0.0;0.0;33.11382816172329
2020-11-25;4000.0;58.31428571428572;29.30716596458335;0.6926880289055815;0.0;0.0;0.0;33.42018346422704
2020-11-26;4000.0;58.78095238095238;29.633391991873165;0.6960959766686549;0.0;0.0;0.0;34.201100219643976
2020-11-27;4000.0;59.0;29.988958330215908;0.6885697708152014;0.0;0.0;0.0;34.40682776924738
2020-11-28;4000.0;57.01428571428572;29.97457559072474;0.7362081711787816;0.0;0.0;0.0;32.916598149304015
2020-11-29;4000.0;55.70952380952381;30.42738980639284;0.7371297011437892;0.0;0.0;0.0;32.693762898463305
2020-11-30;4000.0;60.161904761904765;30.65751060080778;0.6931871208586096;0.0;0.0;0.0;32.74653703614857
2020-12-01;4000.0;63.786904761904765;30.752324524505752;0.6956985661887295;0.0;0.0;0.0;33.48675034822205
2020-12-02;4000.0;61.220238095238095;30.799326769126512;0.6982209350434423;0.0;0.0;0.0;33.636645027199684
2020-12-03;4000.0;61.044047619047625;30.63621924867461;0.6935408978714045;0.0;0.0;0.0;30.832101732823308
2020-12-04;4000.0;58.10892857142858;30.23433426980985;0.6875316007685309;0.0;0.0;0.0;31.120598674051237
2020-12-05;4000.0;54.08988095238096;30.0121322581298;0.6911696039244714;0.0;0.0;0.0;31.71319843459325
2020-12-06;4000.0;52.93273809523809;30.046474010875475;0.7204443651048897;0.0;0.0;0.0;31.91439679376708
2020-12-07;4000.0;54.39940476190476;30.68517133033433;0.7194763730710126;0.0;0.0;0.0;32.40138480488112
2020-12-08;4000.0;58.17857142857143;31.183051906570007;0.6994654193117275;0.0;0.0;0.0;34.13948971498849
2020-12-09;4000.0;57.788095238095245;31.524708784771477;0.7039169501875601;0.0;0.0;0.0;34.58414255345739
2020-12-10;4000.0;57.65833333333334;31.25785195528987;0.7065844440023871;0.0;0.0;0.0;34.58414255345739
2020-12-11;4000.0;59.56250000000001;31.08649420493972;0.7114430303429206;0.0;0.0;0.0;34.58470811494462
2020-12-12;4000.0;57.64345238095238;31.11645230592925;0.6544982347523284;0.0;0.0;0.0;34.81789807060088
2020-12-13;4000.0;56.24821428571429;30.841068339165336;0.6803295472021088;0.0;0.0;0.0;34.81789807060088
2020-12-14;4000.0;56.74821428571429;30.30533021302133;0.6867492518621279;0.0;0.0;0.0;34.4860683389265
2020-12-15;4000.0;60.71904761904762;30.13475682560353;0.7067176406335336;0.0;0.0;0.0;34.71059543184008
2020-12-16;4000.0;61.68214285714286;30.03136824037237;0.7059000300510871;0.0;0.0;0.0;34.968855830751906
2020-12-17;4000.0;60.18928571428572;29.847868291479998;0.7087021880741609;0.0;0.0;0.0;34.968855830751906
2020-12-18;4000.0;58.68988095238095;29.78916195929896;0.7042410714285716;0.0;0.0;0.0;34.53356345114806
2020-12-19;4000.0;55.57083333333334;29.461256789329564;0.7018419519394683;0.0;0.0;0.0;35.01042601127349
2020-12-20;4000.0;55.57083333333334;28.988236755197264;0.7458976749384638;0.0;0.0;0.0;35.0587957090491
2020-12-21;4000.0;57.94166666666668;29.113380767933844;0.7042087180588361;0.0;0.0;0.0;35.070535872396015
2020-12-22;4000.0;59.42083333333334;29.054135236075183;0.6929653209555195;0.0;0.0;0.0;33.25949475856681
2020-12-23;4000.0;60.721428571428575;28.89041928188717;0.677426505745822;0.0;0.0;0.0;32.42440507434839
2020-12-24;4000.0;61.88392857142858;29.35802333632167;0.6221714305410684;0.0;0.0;0.0;32.100837222431394
2020-12-25;4000.0;58.36964285714286;29.726049456957927;0.7551727420255114;0.0;0.0;0.0;31.07363592249325
2020-12-26;4000.0;54.03154761904762;29.48782950798848;0.6960170069749925;0.0;0.0;0.0;29.85353306187793
2020-12-27;4000.0;52.03154761904762;29.2036365367721;0.7470518448531129;0.0;0.0;0.0;30.396035131542444
2020-12-28;4000.0;55.50238095238095;29.06772524992449;0.7076402593741186;0.0;0.0;0.0;31.8172699094676
2020-12-29;4000.0;59.22738095238096;28.683860437225707;0.7184954699368535;0.0;0.0;0.0;32.102379637743354
2020-12-30;4000.0;56.56666666666667;28.28508944031347;0.7073394495412844;0.0;0.0;0.0;32.14052659375362
2020-12-31;4000.0;53.04583333333333;27.84965882474085;0.6761982726308768;0.0;0.0;0.0;31.31931515824937
2021-01-01;4000.0;51.24583333333333;27.707924578472;0.7030462013830558;0.0;0.0;0.0;31.079698561756395
2021-01-02;4000.0;49.97916666666666;27.60378793994388;0.7166892970775918;0.0;0.0;0.0;31.67004066450721
2021-01-03;4000.0;48.56666666666667;27.91975927531053;0.7377618199976528;0.0;0.0;0.0;32.552815389271586
2021-01-04;4000.0;50.81666666666667;27.746720840424207;0.7095763723150356;0.0;0.0;0.0;32.34937567325022
2021-01-05;4000.0;56.02777777777778;27.718270581532085;0.7204301075268819;0.0;0.0;0.0;32.34937567325022
2021-01-06;4000.0;57.36666666666667;27.639463853861844;0.7238601238540461;0.0;0.0;0.0;32.30390553690423
2021-01-07;4000.0;58.81527777777777;27.38799888598872;0.7247735748534895;0.0;0.0;0.0;31.1859279702809
2021-01-08;4000.0;59.4875;27.142747987565084;0.7114049272329497;0.0;0.0;0.0;31.183771598900304
2021-01-09;4000.0;55.54583333333333;26.89076081215352;0.6917465751294618;0.0;0.0;0.0;31.11359875192072
2021-01-10;4000.0;53.641666666666666;26.43937399888641;0.7061216306652285;0.0;0.0;0.0;30.91485992855621
2021-01-11;4000.0;55.93611111111111;26.08994931179664;0.7197530864197533;0.0;0.0;0.0;31.19851467725752
2021-01-12;4000.0;61.34722222222221;26.020829581093164;0.7209598640900404;0.0;0.0;0.0;30.056312245386213
2021-01-13;4000.0;65.69722222222222;26.142786049541368;0.722091575598285;0.0;0.0;0.0;30.376632158415266
2021-01-14;4000.0;65.85416666666667;25.79298717447828;0.6957101241806644;0.0;0.0;0.0;30.012539247004668
2021-01-15;4000.0;64.81805555555555;25.47906411429597;0.7279595069156821;0.0;0.0;0.0;29.26146665129778
2021-01-16;4000.0;61.90138888888888;24.95401865586096;0.7704177977296757;0.0;0.0;0.0;29.56278323286154
2021-01-17;4000.0;60.638888888888886;24.640360318674315;0.7501372554962205;0.0;0.0;0.0;30.040631493162028
2021-01-18;4000.0;64.27777777777777;24.577996641693662;0.7236842105263159;0.0;0.0;0.0;29.832428701508405
2021-01-19;4000.0;64.27777777777777;25.04565488566743;0.7449987603083996;0.0;0.0;0.0;30.46474581076225
2021-01-20;4000.0;65.47361111111111;24.988599751969687;0.7254026096156108;0.0;0.0;0.0;30.566477684397107
2021-01-21;4000.0;66.95;24.70627356326384;0.7723826126492979;0.0;0.0;0.0;31.633361293007653
2021-01-22;4000.0;65.24305555555556;24.60324970079172;0.7310949434414105;0.0;0.0;0.0;32.73834258551475
2021-01-23;4000.0;62.64722222222223;24.276013655277605;0.7791135000679135;0.0;0.0;0.0;34.01725215419762
2021-01-24;4000.0;62.64722222222223;23.975045379012943;0.7508398674463941;0.0;0.0;0.0;35.29302339005625
2021-01-25;4000.0;67.56944444444444;24.04507332426991;0.7340125911199468;0.0;0.0;0.0;36.55385555860744
2021-01-26;4000.0;72.425;24.06391578792546;0.7281105990783412;0.0;0.0;0.0;36.29957561761944
2021-01-27;4000.0;71.64861111111112;24.27844201634341;0.725068306010929;0.0;0.0;0.0;36.287927197469386
2021-01-28;4000.0;68.65138888888889;24.27245248184778;0.7308134191176474;0.0;0.0;0.0;36.53838404462805
2021-01-29;4000.0;69.1375;24.34861121432219;0.7273294509151416;0.0;0.0;0.0;36.67847523732695
2021-01-30;4000.0;69.03333333333333;24.52632281947628;0.7649090696847958;0.0;0.0;0.0;37.22519820011121
2021-01-31;4000.0;69.03333333333333;24.479181022863617;0.7067960604181406;0.0;0.0;0.0;38.30205711994068
2021-02-01;4000.0;71.47222222222221;24.456991866842937;0.7264336510818581;0.0;0.0;0.0;39.0964963323769
2021-02-02;4000.0;76.86111111111111;24.782334010974584;0.727460528257341;0.0;0.0;0.0;38.35094178395941
2021-02-03;4000.0;79.37222222222222;25.48504404375657;0.7285920461834509;0.0;0.0;0.0;38.31647561904886
2021-02-04;4000.0;76.42222222222222;25.14366208090515;0.7246575342465753;0.0;0.0;0.0;39.60210224055486
2021-02-05;4000.0;75.35;24.29932581740518;0.7179942499577203;0.0;0.0;0.0;39.363792325987625
2021-02-06;4000.0;70.12222222222223;24.30008424119161;0.6810536822205991;0.0;0.0;0.0;38.7348173081511
2021-02-07;4000.0;65.85;24.346332621024864;0.7054402612362909;0.0;0.0;0.0;38.75635055882965
2021-02-08;4000.0;68.22222222222221;24.61906997499525;0.7209418837675353;0.0;0.0;0.0;39.00323263077593
2021-02-09;4000.0;70.48888888888888;24.8758360114406;0.7224074956328408;0.0;0.0;0.0;40.19427899155429
2021-02-10;4000.0;68.19444444444444;25.125985283093225;0.7128246913638304;0.0;0.0;0.0;40.26746731532662
2021-02-11;4000.0;62.78333333333333;24.980031714604344;0.7620104500824203;0.0;0.0;0.0;41.21991667706934
2021-02-12;4000.0;57.93333333333333;25.374066653131656;0.7398106050229706;0.0;0.0;0.0;41.36770844521597
2021-02-13;4000.0;53.80555555555555;25.92495949247911;0.7293709147281783;0.0;0.0;0.0;41.52861008302231
