date;Volume;BS_flow_[m3/d];TS_BS_[gTS/L];VS_BS_[gVS/gTS];PS_flow_[m3/d];TS_PS_[gTS/L];VS_PS_[gVS/gTS];VSR
2017-04-13;13300.0;395.29;50.87128757682879;0.6388858527549546;0.0;0.0;0.0;23.200563554395025
2017-04-14;13300.0;381.3293333333333;50.712013922737725;0.6405003660552123;0.0;0.0;0.0;23.240257801030356
2017-04-15;13300.0;385.473;50.55592393265139;0.640941680648353;0.0;0.0;0.0;23.16836011654898
2017-04-16;13300.0;402.3563333333333;50.51758876056852;0.6416441806593548;0.0;0.0;0.0;23.17906485489097
2017-04-17;13300.0;404.4433333333333;50.44336254192861;0.642118210075174;0.0;0.0;0.0;23.149263125918544
2017-04-18;13300.0;405.1986666666666;50.474040689489;0.6421434170340916;0.0;0.0;0.0;23.165680598565512
2017-04-19;13300.0;405.5826666666666;50.61495543347144;0.6418524602635887;0.0;0.0;0.0;23.171250414314045
2017-04-20;13300.0;406.894;50.731782035654746;0.6414423832826378;0.0;0.0;0.0;23.29077755971217
2017-04-21;13300.0;407.422;50.96353546285059;0.6418446302816598;0.0;0.0;0.0;23.463918486674583
2017-04-22;13300.0;407.25166666666667;51.065644307030965;0.6404699818317128;0.0;0.0;0.0;23.754241712322823
2017-04-23;13300.0;393.1856666666667;51.31011806598492;0.6395286748671257;0.0;0.0;0.0;24.11934317015723
2017-04-24;13300.0;396.0753333333333;51.480732276347325;0.6378222656775259;0.0;0.0;0.0;24.535597159837963
2017-04-25;13300.0;412.8306666666667;51.81301430683804;0.6361859440659506;0.0;0.0;0.0;24.9582327843409
2017-04-26;13300.0;410.5853333333333;52.11460367338215;0.6336953273545786;0.0;0.0;0.0;25.374029961856458
2017-04-27;13300.0;409.6243333333333;52.37355866236547;0.6317286606879119;0.0;0.0;0.0;25.83320249918186
2017-04-28;13300.0;409.5223333333333;52.66144894314776;0.6300901288750443;0.0;0.0;0.0;26.21595459444437
2017-04-29;13300.0;409.8056666666667;52.96863316471078;0.628252633662528;0.0;0.0;0.0;26.502327666872013
2017-04-30;13300.0;398.9476666666667;53.27289205545612;0.6268789146866109;0.0;0.0;0.0;26.63927132340037
2017-05-01;13300.0;398.9476666666667;53.61234708783567;0.6255272711704853;0.0;0.0;0.0;26.690551653514724
2017-05-02;13300.0;398.1623333333333;53.96774355496461;0.6235505397647603;0.0;0.0;0.0;26.676107813408244
2017-05-03;13300.0;393.4943333333334;54.24804827610068;0.6205739328804807;0.0;0.0;0.0;26.636187775195296
2017-05-04;13300.0;388.0963333333333;54.45929690029541;0.6180556384628212;0.0;0.0;0.0;26.584405373035224
2017-05-05;13300.0;403.7133333333333;54.517610002108064;0.6147700613272529;0.0;0.0;0.0;26.53281926906396
2017-05-06;13300.0;398.5756666666667;54.47142982792699;0.6123082255110928;0.0;0.0;0.0;26.5181435723414
2017-05-07;13300.0;400.00166666666667;54.38867710091613;0.6107279607754983;0.0;0.0;0.0;26.52631316668837
2017-05-08;13300.0;383.1253333333333;54.09441706341957;0.6095345694110982;0.0;0.0;0.0;26.57307141493281
2017-05-09;13300.0;401.588;53.77300068853722;0.6097624079893257;0.0;0.0;0.0;26.631363143603817
2017-05-10;13300.0;399.977;53.51333982786623;0.6092465716971438;0.0;0.0;0.0;26.69724983923171
2017-05-11;13300.0;399.16033333333337;53.299273223126434;0.6093306908535913;0.0;0.0;0.0;26.76120344500621
2017-05-12;13300.0;396.869;53.01512955321278;0.6098172948421008;0.0;0.0;0.0;26.80295583636208
2017-05-13;13300.0;392.3416666666666;52.9049799117599;0.6101111754359957;0.0;0.0;0.0;26.94417395566389
2017-05-14;13300.0;392.3416666666666;52.79601990536516;0.6099280825035341;0.0;0.0;0.0;27.05217642284965
2017-05-15;13300.0;374.2373333333333;52.77401528836172;0.609827277672777;0.0;0.0;0.0;27.14595888605338
2017-05-16;13300.0;370.4496666666667;52.73496251405096;0.6092350824088639;0.0;0.0;0.0;27.20911238189661
2017-05-17;13300.0;368.01566666666673;52.80113411358506;0.6083707843196635;0.0;0.0;0.0;27.26983344505208
2017-05-18;13300.0;366.5630000000001;52.84132349237032;0.6086253888783447;0.0;0.0;0.0;27.318621316034573
2017-05-19;13300.0;364.6363333333333;52.83267635590267;0.6081928024775469;0.0;0.0;0.0;27.35100349323624
2017-05-20;13300.0;362.06233333333336;52.89651670047712;0.6078991615112319;0.0;0.0;0.0;27.331286302909465
2017-05-21;13300.0;346.416;52.85733174141602;0.6066495186238856;0.0;0.0;0.0;27.24784431117358
2017-05-22;13300.0;350.47466666666674;52.97076048648564;0.606509509181346;0.0;0.0;0.0;27.089264330226914
2017-05-23;13300.0;369.8863333333333;53.01836430898633;0.6052310475484773;0.0;0.0;0.0;26.862211442994933
2017-05-24;13300.0;366.9866666666667;53.13137355971166;0.6052346940791665;0.0;0.0;0.0;26.569968351645176
2017-05-25;13300.0;369.424;53.03310415806509;0.6054258225241849;0.0;0.0;0.0;26.218470048536847
2017-05-26;13300.0;372.371;52.981615204595;0.6067726861392597;0.0;0.0;0.0;25.818842385382016
2017-05-27;13300.0;374.91766666666666;52.89770141832409;0.6079099758171504;0.0;0.0;0.0;25.334566289252884
2017-05-28;13300.0;378.4943333333333;52.78353179115996;0.6089260935484099;0.0;0.0;0.0;24.881283785264745
2017-05-29;13300.0;363.2126666666666;52.54212665199767;0.6109130829561775;0.0;0.0;0.0;24.479949054304576
2017-05-30;13300.0;383.973;52.2564179308685;0.6119243594735146;0.0;0.0;0.0;24.21232837216005
