plant,date,VS_PS[%],T_ww[degC],HRT_AD[day],SRT_AS[day],m_PS[%],VSR_[%]
Dig5,2015-09-10,0.7477246941646168,21.335308000000023,24.23381085857716,0.0,1.0,56.09590814220883
Dig5,2015-09-11,0.750126522656355,21.317772000000023,24.591779910292093,0.0,1.0,55.82260161803817
Dig5,2015-09-12,0.7514929014154172,21.25109833333336,24.86024798359524,0.0,1.0,55.53038495357472
Dig5,2015-09-13,0.7496166900672051,21.199002666666686,24.900987989235663,0.0,1.0,55.3177140850306
Dig5,2015-09-14,0.7512927808126222,21.183482666666688,25.20605284325617,0.0,1.0,55.20770912781091
Dig5,2015-09-15,0.756143077843309,21.140029333333352,25.30136331415968,0.0,1.0,55.24547975104751
Dig5,2015-09-16,0.7545070976954338,21.06649633333335,25.14721871575697,0.0,1.0,55.32787731968743
Dig5,2015-09-17,0.7523886950521176,21.01833033333335,24.68334657299308,0.0,1.0,55.41859566925575
Dig5,2015-09-18,0.7528860928615779,20.953364666666687,24.446396453643924,0.0,1.0,55.44337769963044
Dig5,2015-09-19,0.7486242551831807,20.914306000000018,24.280901351473503,0.0,1.0,55.43094751733066
Dig5,2015-09-20,0.7495483618506295,20.87452233333336,24.20489543296605,0.0,1.0,55.39227594975444
Dig5,2015-09-21,0.750864245848375,20.82814566666669,24.157894784681293,0.0,1.0,55.360862559263325
Dig5,2015-09-22,0.7513320531092516,20.755566666666688,24.237896417860984,0.0,1.0,55.28823852776807
Dig5,2015-09-23,0.7509884661100302,20.70357433333335,24.305468001566307,0.0,1.0,55.18674018355954
Dig5,2015-09-24,0.7527017828184075,20.67427400000002,24.27634673965553,0.0,1.0,55.09947555852947
Dig5,2015-09-25,0.7544348180149285,20.626028333333352,24.00396940608803,0.0,1.0,55.05134076578066
Dig5,2015-09-26,0.7547059266016797,20.63764233333336,24.034825325333184,0.0,1.0,55.01971658721522
Dig5,2015-09-27,0.7611464291352863,20.644558666666686,24.212968860383736,0.0,1.0,55.03568290847465
