,Dig1,Dig4,Dig6,Dig5,Dig3,Dig2
RMSE,0.05810196937135289,0.06213600812095505,0.06546417723136348,0.02562781384738223,0.019535626890264515,0.03957097527267515
MAE,0.047025021904347965,0.04985098868957138,0.054572155946897676,0.020477522527892294,0.015788825739106692,0.03014762121805212
bias,0.008455491626382365,0.012658394630716241,0.014489419359884877,-0.007672048363921432,-0.0024681097423190175,-0.003644526820158988
