,Dig1,Dig4,Dig6,Dig5,Dig3,Dig2
RMSE,0.1525442905534925,0.1212629584164872,0.06153640868239037,0.06627800410476643,0.0376637514952875,0.08231431101832261
MAE,0.1430315434151894,0.1056654558213393,0.05337887521421909,0.06122727062927428,0.031922511910790805,0.0729770058657556
bias,0.1430315434151894,0.1047275772804879,-0.00531354734319936,-0.06122727062927428,-0.03092625786455153,0.06907192716795563
